ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,sex,race,age_cat,age,decile_score,score_text,priors_count,two_year_recid,is_recid,c_charge_degree
14995,M,WHITE,33-37,20,No,8.0,High,Less than HS diploma,0,Drug,1-2 years,3.0,3.0,0.0,1.0,2.0,1,No,No,2,1,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,,,,,,1.0,1.974324324324324,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,35.0,8.0,High,9.0,1,1,F
14996,M,BLACK,23-27,6,No,7.0,Standard,High School Diploma,0,Property,1-2 years,4.0,0.0,0.0,0.0,2.0,1,No,Yes,1,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,0,38.93333333333333,0.0,0.0,0.0,0.0,1.0,0.6254280821917808,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,6.0,0,0,F
14997,M,BLACK,23-27,6,No,8.0,,Less than HS diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,7.0,1.0,1.0,2.0,3.0,0,No,Yes,3 or more,1,Yes,0,2 or more,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,0,Male,African-American,Less than 25,25.0,8.0,High,14.0,0,0,F
14998,M,BLACK,23-27,22,No,10.0,Specialized,Less than HS diploma,1,Drug,1-2 years,6.0,3.0,0.0,1.0,,3,No,No,3 or more,3,No,1,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,7,2,0,28.2,0.1333333402872086,0.0,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,1,Male,African-American,Less than 25,25.0,10.0,High,10.0,1,1,F
14999,M,WHITE,28-32,5,No,6.0,High,Less than HS diploma,2,Drug,Less than 1 year,5.0,3.0,,2.0,2.0,2,Yes,No,0,0,No,1,1,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,0,0,0,2,78.0,0.0,0.0,0.0,0.0,0.964102564102564,0.9365384615384614,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,30.0,6.0,Medium,12.0,1,1,F
15000,M,WHITE,28-32,3,No,6.0,Standard,High School Diploma,0,Property,1-2 years,5.0,,0.0,,1.0,5 or more,No,No,1,3,No,3 or more,0,No,No,No,No,Yes,No,Yes,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,30.0,6.0,Medium,6.0,1,1,F
15001,M,WHITE,33-37,16,No,7.0,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,8.0,2.0,0.0,2.0,1.0,5 or more,No,No,0,2,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,5,3 or more,3 or more,23.4,0.0,0.0,0.2000000029802322,0.0,1.0,2.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,35.0,7.0,Medium,13.0,1,1,F
15002,M,WHITE,23-27,25,No,7.0,High,Less than HS diploma,0,Property,More than 3 years,5.0,0.0,0.0,2.0,1.0,2,No,No,0,0,No,1,0,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4 or more,10 or more,3 or more,2,19.0,0.3684210479259491,0.0,0.1578947305679321,0.0526315793395042,0.1385041551246537,1.0,Yes,Yes,Yes,No,No,0,Male,Caucasian,Less than 25,25.0,7.0,Medium,8.0,1,1,F
15003,M,BLACK,23-27,6,No,6.0,High,At least some college,0,Drug,Less than 1 year,4.0,,0.0,0.0,,5 or more,No,No,1,2,No,0,2 or more,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0,10 or more,3 or more,0,38.91666666666666,0.0833333358168602,0.0,0.0,0.0,1.0,1.56423982869379,No,Yes,No,No,Yes,1,Male,African-American,Less than 25,25.0,6.0,Medium,4.0,1,1,F
15004,M,BLACK,18-22,21,Yes,10.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,2.0,2.0,0.0,2.0,2.0,1,No,Yes,0,1,No,0,1,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,0,3,3 or more,0,34.2,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,20.0,10.0,High,8.0,1,1,F
15005,M,BLACK,28-32,16,No,6.0,High,High School Diploma,2,,More than 3 years,4.0,3.0,1.0,0.0,3.0,0,No,Yes,0,2,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,6,0,0,,0.0,0.0,0.0,0.0,,,No,No,No,No,No,0,Male,African-American,25 - 45,30.0,6.0,Medium,11.0,0,0,
15006,F,WHITE,48 or older,24,,4.0,Standard,High School Diploma,2,Drug,Greater than 2 to 3 years,4.0,1.0,0.0,0.0,3.0,2,No,No,0,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,2,10 or more,0,1,3.476635514018692,0.0,0.0,0.0336448587477207,0.0149532714858651,0.8602150537634409,0.1963709677419355,Yes,No,No,No,No,1,Female,Caucasian,Greater than 45,50.0,4.0,Low,8.0,0,0,F
15007,M,BLACK,33-37,1,No,9.0,Specialized,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,3.0,0.0,0.0,1.0,0.0,1,No,No,0,0,No,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,0,Male,African-American,25 - 45,35.0,9.0,High,4.0,0,0,F
15008,M,WHITE,43-47,7,No,6.0,Standard,High School Diploma,0,Property,1-2 years,7.0,4.0,1.0,2.0,4.0,4,No,Yes,3 or more,2,Yes,1,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,45.4,0.0,0.0,0.0,0.0,1.0,2.0,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,45.0,6.0,Medium,18.0,1,1,F
15009,M,BLACK,23-27,5,No,7.0,High,High School Diploma,1,,1-2 years,2.0,4.0,0.0,0.0,4.0,1,No,Yes,1,2,No,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,84.0,0.0,0.0,0.0,0.0,0.1865079365079365,1.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,25.0,7.0,Medium,10.0,1,1,
15010,M,BLACK,38-42,3,Yes,7.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,,5.0,,,0.0,0,No,No,2,1,Yes,2,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0,2,1,2,,,,,,0.1986899563318777,1.594978165938865,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,40.0,7.0,Medium,5.0,1,1,F
15011,M,WHITE,23-27,5,No,7.0,Standard,Less than HS diploma,2,Property,Greater than 2 to 3 years,4.0,3.0,0.0,,0.0,2,No,No,0,1,No,1,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,2,52.0,0.0500000007450581,0.0,0.0,0.0,0.6307692307692307,0.7024038461538462,No,No,No,No,No,0,Male,Caucasian,Less than 25,25.0,7.0,Medium,7.0,0,0,F
15012,M,BLACK,48 or older,4,No,2.0,Specialized,At least some college,0,,Greater than 2 to 3 years,3.0,0.0,1.0,2.0,0.0,0,No,No,2,1,No,3 or more,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,1,0,0,,,,,,0.0,0.0,Yes,Yes,Yes,No,No,0,Male,African-American,Greater than 45,50.0,2.0,Low,6.0,1,1,
15013,M,WHITE,38-42,21,No,4.0,Standard,At least some college,3 or more,Property,More than 3 years,5.0,,,3.0,1.0,2,No,No,0,4 or more,Yes,2,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,4,1,0,29.4375,0.0,0.0,0.0,0.0,0.9978768577494692,1.550955414012739,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,40.0,4.0,Low,9.0,1,1,F
15014,M,BLACK,18-22,9,Yes,9.0,Specialized,High School Diploma,0,Violent/Non-Sex,1-2 years,4.0,0.0,2.0,1.0,0.0,1,No,No,0,0,No,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,1,0,2,0,39.83333333333334,0.1666666716337204,0.0,0.0,0.0,0.4853556485355648,0.7641213389121339,No,Yes,No,Yes,No,1,Male,African-American,Less than 25,20.0,9.0,High,7.0,1,1,F
15015,M,BLACK,23-27,4,Yes,10.0,Specialized,Less than HS diploma,2,,1-2 years,5.0,5.0,0.0,0.0,3.0,5 or more,No,No,2,3,No,0,2 or more,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,7,0,0,22.0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,10.0,High,13.0,1,1,
15016,M,BLACK,38-42,14,No,5.0,Standard,High School Diploma,2,,1-2 years,,,,3.0,2.0,5 or more,Yes,Yes,3 or more,4 or more,Yes,2,1,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,2,10 or more,3 or more,1,19.51282051282051,0.0769230797886848,0.0512820519506931,0.0512820519506931,0.0256410259753466,0.4007884362680683,1.43988173455979,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,40.0,5.0,Medium,5.0,1,1,
15017,M,WHITE,23-27,16,No,9.0,Specialized,High School Diploma,0,Property,1-2 years,6.0,3.0,0.0,2.0,0.0,5 or more,No,No,2,1,No,2,0,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,5,1,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,0,Male,Caucasian,Less than 25,25.0,9.0,High,11.0,1,1,F
15018,M,BLACK,23-27,6,No,8.0,High,High School Diploma,0,Property,More than 3 years,3.0,1.0,0.0,4.0,0.0,1,No,No,0,1,No,3 or more,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,4 or more,2,3 or more,0,63.42857142857143,0.2857142984867096,0.0,0.0,0.0,0.3063063063063063,0.8226351351351351,Yes,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,8.0,High,8.0,1,1,F
15019,M,BLACK,28-32,17,No,7.0,High,Less than HS diploma,0,,Greater than 2 to 3 years,6.0,5.0,0.0,0.0,4.0,5 or more,Yes,No,1,2,No,0,2 or more,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,7.0,Medium,15.0,0,0,
15020,M,BLACK,28-32,12,Yes,9.0,Specialized,High School Diploma,2,Drug,1-2 years,7.0,2.0,0.0,1.0,3.0,3,No,No,2,0,No,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,6,2,1,34.18181818181818,0.0909090936183929,0.0,0.0,0.0,0.9840425531914894,0.9714095744680852,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,30.0,9.0,High,13.0,1,1,F
15021,M,WHITE,33-37,7,No,7.0,High,Less than HS diploma,0,Property,1-2 years,,5.0,1.0,,1.0,5 or more,Yes,No,2,4 or more,Yes,3 or more,1,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,0,0,0,1,,,,,,0.0585241730279898,0.3097964376590331,Yes,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,35.0,7.0,Medium,7.0,1,1,F
15022,M,BLACK,23-27,7,No,10.0,Standard,Less than HS diploma,0,Property,More than 3 years,5.0,0.0,1.0,3.0,1.0,1,No,No,1,0,No,1,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,7,0,0,21.17647058823529,0.1176470592617989,0.0,0.0,0.0,0.8694444444444445,1.0,No,Yes,No,Yes,No,1,Male,African-American,Less than 25,25.0,10.0,High,10.0,1,1,F
15023,M,BLACK,28-32,6,Yes,8.0,High,High School Diploma,0,Violent/Non-Sex,More than 3 years,,,,4.0,1.0,3,No,Yes,2,4 or more,Yes,2,0,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,4 or more,0,0,2,,0.0,0.0,0.0,0.0454545468091965,,,No,No,No,No,No,0,Male,African-American,25 - 45,30.0,8.0,High,5.0,0,0,F
15024,M,BLACK,28-32,3,No,10.0,Standard,High School Diploma,2,Property,Greater than 2 to 3 years,7.0,5.0,1.0,4.0,4.0,2,No,No,2,4 or more,No,3 or more,2 or more,No,No,No,Yes,No,No,No,No,No,No,No,Yes,1,0,0,0,70.4,0.0,0.0,0.0,0.0,0.3409090909090909,2.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,30.0,10.0,High,21.0,1,1,F
15025,M,BLACK,23-27,4,No,8.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,7.0,3.0,2.0,4.0,0.0,4,Yes,No,2,1,Yes,2,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,3,0,2,0,22.16666666666667,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,8.0,High,16.0,1,1,F
15026,M,WHITE,38-42,24,Yes,7.0,High,High School Diploma,1,Property,Greater than 2 to 3 years,,,0.0,,2.0,5 or more,No,Yes,2,4 or more,No,2,2 or more,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,6,0,1,203.0,0.0,0.0,0.0,0.0,0.2471264367816092,0.2998768472906404,Yes,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,40.0,7.0,Medium,2.0,1,1,F
15027,M,BLACK,18-22,5,Yes,7.0,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1.0,0.0,1.0,0.0,0.0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,0,0,0,3 or more,206.0,0.6666666865348816,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,20.0,7.0,Medium,2.0,1,1,F
15028,M,WHITE,23-27,2,No,10.0,Specialized,High School Diploma,1,Property,More than 3 years,7.0,0.0,1.0,3.0,0.0,2,No,No,2,2,No,3 or more,0,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,0,5,0,3 or more,67.31818181818181,0.0454545468091965,0.0,0.0,0.0,0.087103308575287,0.4932478055367994,No,Yes,No,Yes,No,0,Male,Caucasian,Less than 25,25.0,10.0,High,11.0,1,1,F
15029,M,BLACK,28-32,6,No,10.0,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,,3.0,,1.0,,0,No,No,1,4 or more,Yes,0,2 or more,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,4 or more,0,0,3 or more,84.78947368421052,0.210526317358017,0.0526315793395042,0.0,0.0,0.0,0.0,Yes,No,No,No,No,1,Male,African-American,25 - 45,30.0,10.0,High,4.0,0,0,F
15030,M,BLACK,28-32,17,Yes,9.0,Specialized,Less than HS diploma,1,Property,More than 3 years,6.0,2.0,0.0,4.0,1.0,1,No,Yes,1,0,No,2,0,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,3 or more,60.5,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,25 - 45,30.0,9.0,High,13.0,1,1,F
15031,M,BLACK,33-37,20,No,8.0,Standard,Less than HS diploma,0,,1-2 years,,5.0,2.0,0.0,,3,No,No,3 or more,1,No,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,0,0,1,,,,,,1.0,2.0,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,8.0,High,7.0,0,0,
15032,M,WHITE,38-42,12,No,10.0,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,,,,,0.0,5 or more,Yes,No,3 or more,2,Yes,3 or more,0,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,4 or more,1,1,1,13.53846153846154,0.0,0.0,0.1538461595773697,0.0,0.6477272727272727,2.0,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,40.0,10.0,High,0.0,1,1,F
15033,M,WHITE,23-27,14,No,8.0,High,Less than HS diploma,0,,1-2 years,,,2.0,,,5 or more,No,No,1,2,No,1,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,5,0,0,21.28571428571428,0.2857142984867096,0.0,0.1428571492433548,0.0,0.0805369127516778,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,25.0,8.0,High,2.0,1,1,
15034,M,BLACK,33-37,2,No,8.0,High,Less than HS diploma,1,Other,Less than 1 year,,2.0,0.0,4.0,3.0,5 or more,No,Yes,2,2,No,0,2 or more,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,0,0,0,0,64.8,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,8.0,High,9.0,0,0,M
15035,M,BLACK,33-37,11,No,9.0,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2.0,0.0,1.0,0.0,0.0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,5,0,1,,0.0263157896697521,0.0,0.0,0.0,0.0,,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,9.0,High,3.0,0,0,F
15036,M,BLACK,33-37,25,Yes,5.0,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,,,,,2.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,4 or more,0,0,0,73.625,0.0,0.0,0.0,0.0,0.2495755517826825,0.6201188455008488,Yes,Yes,Yes,No,No,1,Male,African-American,25 - 45,35.0,5.0,Medium,2.0,1,1,F
15037,M,WHITE,33-37,25,No,8.0,High,Less than HS diploma,3 or more,Property,More than 3 years,6.0,,2.0,,1.0,3,No,No,0,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,2,0,39.4375,0.0,0.0,0.0,0.0,1.0,1.157686212361331,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,35.0,8.0,High,9.0,1,1,F
15038,M,BLACK,23-27,19,No,7.0,Standard,High School Diploma,3 or more,,1-2 years,8.0,2.0,1.0,1.0,2.0,4,Yes,Yes,1,0,No,0,0,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,4 or more,0,0,1,,,,,,0.0,0.0,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,14.0,0,0,
15039,M,WHITE,48 or older,4,No,6.0,Standard,High School Diploma,0,,1-2 years,,,1.0,,2.0,5 or more,No,No,3 or more,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,No,Yes,No,1,Male,Caucasian,Greater than 45,50.0,6.0,Medium,3.0,1,1,
15040,M,WHITE,48 or older,15,No,4.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,,,,,,5 or more,No,Yes,3 or more,4 or more,Yes,3 or more,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,21.125,0.0,0.0,0.0,0.0,1.0,1.0,No,No,No,No,No,1,Male,Caucasian,Greater than 45,50.0,4.0,Low,0.0,0,0,F
15041,M,BLACK,38-42,22,No,3.0,Standard,Less than HS diploma,3 or more,Drug,Greater than 2 to 3 years,,,2.0,0.0,,5 or more,No,Yes,3 or more,4 or more,Yes,0,2 or more,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,3,6,0,0,,0.0444444455206394,0.0,0.0,0.0,,,No,No,No,No,No,0,Male,African-American,25 - 45,40.0,3.0,Low,2.0,0,0,F
15042,M,BLACK,23-27,19,No,7.0,High,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,2.0,0.0,2.0,0.0,0.0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,5,0,3 or more,76.83333333333333,0.0,0.0,0.0,0.0,0.2711496746203905,0.7922993492407809,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,4.0,0,0,F
15043,M,WHITE,23-27,3,Yes,10.0,Specialized,Less than HS diploma,1,Property,More than 3 years,2.0,0.0,0.0,2.0,0.0,0,No,No,0,0,No,1,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,4 or more,6,1,2,189.8571428571429,0.0,0.0,0.0,0.0,0.0338600451467269,0.5496613995485328,No,No,No,No,No,1,Male,Caucasian,Less than 25,25.0,10.0,High,4.0,0,0,F
15044,M,BLACK,28-32,22,No,6.0,Standard,High School Diploma,3 or more,Other,Less than 1 year,7.0,2.0,0.0,1.0,2.0,3,No,Yes,2,1,No,0,1,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0,6,0,2,49.2,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,30.0,6.0,Medium,12.0,1,1,M
15046,M,BLACK,43-47,12,No,4.0,Standard,At least some college,2,Drug,1-2 years,,0.0,0.0,1.0,1.0,5 or more,No,No,3 or more,1,No,2,1,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,0,6,3 or more,1,78.83333333333333,0.1666666716337204,0.0,0.0,0.0,0.8985200845665962,0.7721987315010571,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,45.0,4.0,Low,2.0,1,1,F
15047,M,BLACK,38-42,10,No,5.0,Standard,High School Diploma,2,Violent/Non-Sex,1-2 years,,3.0,,3.0,3.0,2,No,Yes,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,4 or more,0,0,0,115.375,0.0,0.0,0.0,0.0,0.0335861321776815,0.3957204767063922,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,40.0,5.0,Medium,9.0,1,1,F
15048,F,WHITE,23-27,21,,9.0,Specialized,High School Diploma,0,Property,Greater than 2 to 3 years,1.0,,0.0,3.0,1.0,4,No,No,2,4 or more,No,2,0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4 or more,0,2,1,,,,,,0.0,0.0,No,Yes,No,No,Yes,1,Female,Caucasian,Less than 25,25.0,9.0,High,5.0,1,1,F
15049,M,WHITE,43-47,18,No,3.0,Standard,Less than HS diploma,0,Property,More than 3 years,1.0,2.0,0.0,1.0,1.0,0,No,No,1,0,No,1,0,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,4 or more,4,0,2,205.5714285714286,0.0,0.0,0.0,0.0,1.0,1.776754690757471,No,No,No,No,No,1,Male,Caucasian,25 - 45,45.0,3.0,Low,5.0,0,0,F
15050,M,WHITE,28-32,18,Yes,7.0,High,Less than HS diploma,2,Drug,Greater than 2 to 3 years,6.0,,1.0,0.0,,2,No,No,1,2,Yes,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,1,35.59090909090909,0.0,0.0,0.0,0.0454545468091965,0.9361430395913156,0.4664750957854406,No,No,No,No,No,1,Male,Caucasian,25 - 45,30.0,7.0,Medium,7.0,0,0,F
15051,M,WHITE,28-32,14,No,6.0,Specialized,High School Diploma,2,Property,1-2 years,8.0,,0.0,,1.0,4,No,Yes,2,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,3,8,0,0,22.47619047619047,0.0476190485060215,0.0,0.0476190485060215,0.0,0.4279661016949153,2.321504237288136,No,Yes,No,Yes,No,1,Male,Caucasian,25 - 45,30.0,6.0,Medium,9.0,1,1,F
15052,F,WHITE,33-37,3,,6.0,High,At least some college,2,Drug,Less than 1 year,6.0,,0.0,2.0,2.0,5 or more,No,No,3 or more,3,No,3 or more,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,2,164.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,Yes,No,No,1,Female,Caucasian,25 - 45,35.0,6.0,Medium,10.0,1,1,F
15053,M,WHITE,28-32,17,No,6.0,High,Less than HS diploma,3 or more,Property,Less than 1 year,,,0.0,,2.0,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,1,73.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,Caucasian,25 - 45,30.0,6.0,Medium,2.0,1,1,F
15054,M,BLACK,43-47,10,No,9.0,High,At least some college,3 or more,Property,More than 3 years,,3.0,,,0.0,3,No,Yes,3 or more,2,Yes,3 or more,0,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,1,0,0,3 or more,162.7777777777778,0.0,0.0,0.0,0.0,0.4723549488054608,0.2493174061433447,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,45.0,9.0,High,3.0,1,1,F
15055,M,WHITE,48 or older,3,No,4.0,Specialized,High School Diploma,0,Property,More than 3 years,,,,,0.0,2,No,No,2,4 or more,Yes,3 or more,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,1,0,0,1,,,,,,0.5447154471544715,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Greater than 45,50.0,4.0,Low,0.0,1,1,F
15056,M,BLACK,28-32,23,No,5.0,Standard,At least some college,1,Violent/Non-Sex,1-2 years,4.0,,1.0,0.0,0.0,2,Yes,No,0,1,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,85.16666666666667,0.0,0.0,0.0,0.0,0.1017612524461839,0.7147749510763209,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,5.0,Medium,5.0,0,0,F
15057,M,BLACK,23-27,19,No,6.0,Standard,High School Diploma,3 or more,Drug,1-2 years,4.0,2.0,2.0,1.0,0.0,3,No,No,1,2,Yes,0,0,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,0,0,0,1,110.2,0.0,0.0,0.0,0.0,0.0707803992740472,0.6628856624319419,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,25.0,6.0,Medium,9.0,1,1,F
15058,F,BLACK,23-27,4,,6.0,High,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,2.0,0.0,2.0,0.0,0.0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,9,0,1,129.5,0.5,0.0,0.0,0.0,0.915057915057915,0.7051158301158301,No,No,No,No,No,0,Female,African-American,Less than 25,25.0,6.0,Medium,4.0,0,0,F
